,created_at,source,original_text,cleaned_text,polarity,subjectivity,sentiment,lang,likes_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,retweet_hashtags,user_mentions,place,place_coord_boundaries
203,2022-07-18 07:21:37+00:00,Twitter for Android,"@goma24news @AllyKabengera @StanysBujakera @albcontact @gateteviews @LwarhibaM @kazadi_peter @BavickM @CybelleKamba @BenitaNtumba @PatrickMuyaya @fatshi13 @kongolaise @EgidieBibio @sethkikuni @moise_katumbi @cibalanky @AngelKazadi La politique de kagame consiste à 'infiltrer l  tutsi en RDC à travers des rébellions RCD ,CNDP ,Ngumino, ANDROID, Twirwaneho, M23 . A l'instar des Tutsi surnommés BANYAMULENGE, d'autres Rwandais tutsi veulent obtenir des terres de l RDC par les armes /RDF . Ça ne marchera pas !","                 Kagame's policy consists in infiltrating the Tutsi in the DRC through RCD, CNDP, Ngumino, Android, Twirwaneho, M23 rebellions. Like the Tutsi nicknamed Banyamulenge, other Tutsi Rwandans want to obtain land from the DRC by weapons /RDF. It will not work !",0.0,0.0,Negative,fr,0,3,TerreKongo,568,981,False,123INFO,,"ZeeroHeero_NFT, KhunnTheinn_NFT",Myanmar,
205,2022-07-18 07:03:38+00:00,IFTTT,Russia-Ukraine updates: Moscow may seek to retake Kharkiv https://t.co/xuXIEAVrg9,Russia-Ukraine updates: Moscow may seek to retake Kharkiv ,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,CuántoCuesta,,"ZeeroHeero_NFT, KhunnTheinn_NFT","Dallas, tx",
206,2022-07-18 07:03:37+00:00,IFTTT,Sri Lanka's interim president declares state of emergency https://t.co/4dmBFUBZFm,Sri Lanka's interim president declares state of emergency ,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,SemanasPara,,"ZeeroHeero_NFT, KhunnTheinn_NFT",Mexico,
207,2022-07-18 07:03:36+00:00,IFTTT,US: Several killed in Indiana mall shooting https://t.co/Ha1Fo6rOxK,US: Several killed in Indiana mall shooting ,-0.1,0.0,Negative,en,0,0,Noticieros_MEX,4915,393,False,AkınAkınözü,,"ZeeroHeero_NFT, KhunnTheinn_NFT","Orlando, fl",
208,2022-07-18 07:03:35+00:00,IFTTT,Russian anti-war journalist Marina Ovsyannikova reportedly detained https://t.co/haBIUD5JdI,Russian anti-war journalist Marina Ovsyannikova reportedly detained ,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,CuántoCuesta,,"ZeeroHeero_NFT, KhunnTheinn_NFT",Mexico,
209,2022-07-18 07:03:35+00:00,IFTTT,Uvalde school shooting: Report finds 'systemic failures' by Texas police https://t.co/srLpA9EKP9,Uvalde school shooting: Report finds 'systemic failures' by Texas police ,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,SemanasPara,,"ZeeroHeero_NFT, KhunnTheinn_NFT",Planet earth,
210,2022-07-18 07:03:34+00:00,IFTTT,UK's Johnson skips heat wave crisis talks for leaving party https://t.co/V6EZcB54Wu,UK's Johnson skips heat wave crisis talks for leaving party ,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,SemanasPara,,"BonellaKay, MwizerwaEmmanu2, Anthony_Vogt, dvniels_","North, central rockies",
211,2022-07-18 07:03:33+00:00,IFTTT,France: Minister under pressure to resign over LGBTQ comments https://t.co/1043xpAGcG,France: Minister under pressure to resign over LGBTQ comments ,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,SemanasPara,,RepDeFiFidonia,"Santiago, chile",
212,2022-07-18 07:03:32+00:00,IFTTT,The issues the US Supreme Court will rule on next and how they could change the country https://t.co/JDEPcT3f7A,The issues the US Supreme Court will rule on next and how they could change the country ,0.0,0.0,Neutral,en,0,0,Noticieros_MEX,4915,393,False,123INFO,,"RepDeFiFidonia, EugenioDerbez",Japan,
213,2022-07-18 07:03:31+00:00,IFTTT,Plane transporting 'dangerous material' crashes in Greece https://t.co/0ppH1kA8Bz,Plane transporting 'dangerous material' crashes in Greece ,-0.6,0.9,Negative,en,0,0,Noticieros_MEX,4915,393,False,SemanasPara,,"basibenjamin, jhonnysmith11, TheoEnglebert_",Ağri,
217,2022-07-18 06:44:30+00:00,Microsoft Power Platform,"Russia-Ukraine updates: Moscow may seek to retake Kharkiv
#123INFO
https://t.co/mXjCbQB02T","Russia-Ukraine updates: Moscow may seek to retake Kharkiv

",0.0,0.0,Neutral,en,0,0,123_INFO_DE,118,12,False,SemanasPara,,great_thunberg,"Dublin city, ireland",
219,2022-07-18 06:33:24+00:00,Twitter for iPhone,Dozens dead in Sudan tribal clashes https://t.co/U9lFCe8Tlk,Dozens dead in Sudan tribal clashes ,-0.2,0.4,Negative,en,0,0,SMARFreedom,2390,2886,False,"onbiggrits, comedy, fnf, glorilla, hitkidd, cnahumor",,"RepDeFiFidonia, EugenioDerbez",Хай живе україна,
220,2022-07-18 06:31:46+00:00,Twitter Web App,chroo is one of the best fm content creator,chroo is one of the best fm content creator,1.0,0.3,Positive,en,0,0,oojiley,402,168,False,"Kavalaairport, aircraft, crashed, Explosions",,RazaFund,Mexico,
221,2022-07-18 06:31:29+00:00,"Cheap Bots, Done Quick!",N-Ary Relation - How can a complex relation involving several resources be modelled as RDF? https://t.co/e5GEVkOQWF,N-Ary Relation - How can a complex relation involving several resources be modelled as RDF? ,-0.15,0.2,Negative,en,3,0,datapatterns,770,2,False,"BeavisAndButthead, PARE",,akinozuevent,Brussels,
225,2022-07-18 06:29:12+00:00,Twitter for iPhone,"Les medias du Regime de la #RDF 🇫🇷 
apres un acte terroriste d'unepersonne
sur la jeunesse française :

bougies et bouquets https://t.co/ElxkUYLXi9","The media of the diet of the 🇫🇷
After a terrorist act of a person
On French youth:

Candles and bouquets",0.0,0.0,Neutral,fr,0,1,MounMir,3933,1519,False,SemanasPara,,hermes_z,"Kinshasa, rdc ",
226,2022-07-18 06:23:26+00:00,Twitter for iPad,Russian anti-war journalist Marina Ovsyannikova reportedly detained https://t.co/m8ksFHjec2 - source/editor :,Russian anti-war journalist Marina Ovsyannikova reportedly detained  - source/editor :,0.0,0.0,Neutral,en,0,1,Fervabi,5374,2305,False,RDF,,RepDeFiFidonia,"Brasilia, brésil",
229,2022-07-18 06:14:40+00:00,Twitter for Android,@RWALINDAP @RwandaMoD @rpfinkotanyi Vous faites vraiment honte!!! Vous ramassez des images à gauche à droite pour ternir l'image de RDF et du Rwanda en général mais cela prouve votre niveau de moral qui est à bas suite à l'echec militaire et politique. La même force va continuer à vous vaincre coe d'hab.,  Vous faites vraiment honte!!! Vous ramassez des images à gauche à droite pour ternir l'image de RDF et du Rwanda en général mais cela prouve votre niveau de moral qui est à bas suite à l'echec militaire et politique. La même force va continuer à vous vaincre coe d'hab.,0.0,0.25,Neutral,en,1,0,PeterAd58989551,52,775,False,RDF,,RepDeFiFidonia,Germany,
230,2022-07-18 06:12:53+00:00,EUwatch,UK's Johnson skips heat wave crisis talks for leaving party https://t.co/EJxFHcmybs - source/editor :,UK's Johnson skips heat wave crisis talks for leaving party  - source/editor :,0.0,0.0,Neutral,en,0,0,EUwatchers,25730,7621,False,RDF,,"franza__, id_fm","79, av. roi baudouin, gombe",
236,2022-07-18 05:48:08+00:00,Twitter for iPhone,UN: Scores dead or hurt in Haiti gang violence https://t.co/RrGL9LOWt7,UN: Scores dead or hurt in Haiti gang violence ,-0.2,0.4,Negative,en,0,0,SMARFreedom,2390,2886,False,123INFO,,RepDeFiFidonia,Global citizen... 🤓✌🏿,
242,2022-07-18 05:36:34+00:00,Twitter Web App,"MITZONE Engine Valve Cover with Gasket Compatible with 2015-2019 Honda CR-V 2013-2017 Accord 2.4L Replace # 12310-RDF-A01 [QXBWFKF]

https://t.co/LAtbv1sLfs","MITZONE Engine Valve Cover with Gasket Compatible with 2015-2019 Honda CR-V 2013-2017 Accord 2.4L Replace # 12310-RDF-A01 [QXBWFKF]

",0.0,0.0,Neutral,en,0,0,HuldaTu25756186,10,1,False,SemanasPara,,KirkDBorne,Rwanda,
253,2022-07-18 04:32:26+00:00,Twitter for Android,"Dime qué es esto: una cuerda con la que te ahorco en el evento, ese tipo de rimas tan Espontáneas no la cambio por el mejor ingenio del mundo @AUrbanroosters @MisioFLow https://t.co/iNO0AgZSq2","Tell me what this is: a rope with which I hang you in the event, that type of rhymes so spontaneous do not change it for the best ingenuity in the world",0.0,0.0,Positive,kiny,0,0,qkpsxqk92fugroo,6,20,False,SemanasPara,,RepDeFiFidonia,Mexico,
258,2022-07-18 03:48:22+00:00,Twitter Web App,#NordKivu : De nombreuses manifestations anti-@MONUSCO signalées à #Rutshuru et à #Butembo https://t.co/ipoKU5HkUs,: De nombreuses manifestations anti- signalées à  et à  ,0.0,0.0,Neutral,en,0,3,muyingamuhira,137,1042,False,PaísesQueFuncionan,,RepDeFiFidonia,"León, guanajuato",
259,2022-07-18 03:45:53+00:00,Twitter for Android,"Sri Lanka's interim president declares state of emergency
#123INFO
https://t.co/kfGtJ86L8y","Sri Lanka's interim president declares state of emergency

",0.0,0.0,Neutral,kiny,0,0,JustinM43619550,368,2028,False,RDF,,RepDeFiFidonia,Rwanda,
266,2022-07-18 03:19:41+00:00,Twitter for Android,"@Intare_y_Intore @KanyanaVanessa D'après toi, pourquoi le Sultani Makenga (Rwandais) meurt en RDC? Pourquoi Kagame réclamait les deux militaires RDF capturé à Rumangabo loin de la frontière du Rwanda ? Actives toute ta connaissance en UBWENGE !!!!", What do you think is Sultani Makenga (Rwandan) dies in the DRC? Why was Kagame claiming the two RDF soldiers captured in Rumangabo far from the Rwanda border? Active all your knowledge in ubwenge !!!!,0.0,0.0,Negative,fr,0,0,NzeyimanaBerna2,82,172,False,SemanasPara,,RepDeFiFidonia,"Your mother's house, usa",
269,2022-07-18 02:57:37+00:00,Twitter Web App,France: Minister under pressure to resign over LGBTQ comments https://t.co/MoohYWk3zV - source/editor :,France: Minister under pressure to resign over LGBTQ comments  - source/editor :,0.0,0.0,Neutral,fr,0,1,muikulu1,210,219,False,PaísesQueFuncionan,,"Seventeen_qbctf, VerzeroKodi_C, KosmosEnKarma, kendoff99, ElKFreestyleMTZ, JulioVera___, MisioFLow, rdf_art, FlowBeach1, JaviBoss10, Eternit03928661, Eternit03928661, Alejand16037741, CarlitosPU1, etzero_j, Luis_Ma02, Adrikane34, wvelazquez01",He/him,
282,2022-07-18 01:44:22+00:00,Microsoft Power Platform,"Wildfires continue to rage in France and Spain
#123INFO
https://t.co/YIzDcMp1W1","Wildfires continue to rage in France and Spain

",0.0,0.0,Neutral,en,0,0,123_INFO_DE,118,12,False,SemanasPara,,RepDeFiFidonia,Brussels,
316,2022-07-18 00:37:01+00:00,Zapier.com,"La venganza de @EugenioDerbez. 😬

#RDF🐅 https://t.co/0C4aZS70Yj","La venganza de . 😬

🐅 ",0.0,0.0,Neutral,en,0,0,PhotoFinishBot,131,4,False,CuántoCuesta,,"rdf_13, fattoquotidiano",Munich - pinakothek der modern,
318,2022-07-18 00:33:57+00:00,Twitter for Android,"Another day, another @Jay_MWilliams_ Summer League charge
 https://t.co/RG8NqjzKL7","Another day, another  Summer League charge
 ",0.0,0.0,Neutral,fr,0,6,KalindaMwene,4318,779,False,PaísesQueFuncionan,,"rdf_13, fattoquotidiano",Kinshasa,
321,2022-07-18 00:14:16+00:00,Twitter for iPhone,"The issues the US Supreme Court will rule on next and how they could change the country

https://t.co/r4XEramAVp","The issues the US Supreme Court will rule on next and how they could change the country

",0.0,0.0,Neutral,en,0,1659,martin_finanzas,16,204,False,PaísesQueFuncionan,,RepDeFiFidonia,Rwanda,
322,2022-07-17 23:59:52+00:00,Twitter for iPhone,"Okay, which one of you is it? #wardriving 😂

https://t.co/QhQaQDVkNi","Okay, which one of you is it?  😂

",0.5,0.5,Positive,en,0,5,Living4Earth,15674,17126,False,PaísesQueFuncionan,,"ConorHogarty, roryireland",Brussels,
326,2022-07-17 23:38:58+00:00,Twitter for iPhone,Und jetzt tun wir alle überrascht. https://t.co/MgPARRZfvi,Und jetzt tun wir alle überrascht. ,0.0,0.0,Neutral,en,0,7,Michael55610166,682,5002,False,CuántoCuesta,,patric_ohne_k,Cuba,
333,2022-07-17 22:59:22+00:00,Twitter for iPhone,"Ride &amp; Drive For A Cause Edmonton

RDF CAUSE Edmonton is a charity car meet where entry fees and donations were donated to the WIN House to help provide women and children with a safe place to stay. 
#carshow #cars #carsofedmonton #Yeg https://t.co/Y8n8S9fjdU","Ride &amp; Drive For A Cause Edmonton

RDF CAUSE Edmonton is a charity car meet where entry fees and donations were donated to the WIN House to help provide women and children with a safe place to stay. 
    ",0.65,0.45,Positive,en,0,1,SMARFreedom,2390,2886,False,123INFO,,EUwatchers,Parts unknown,
334,2022-07-17 22:58:48+00:00,Twitter for iPhone,Germany's COVID-19 summer spike pushes nurses beyond their limits https://t.co/6766RMPYxd,Germany's COVID-19 summer spike pushes nurses beyond their limits ,0.0,0.0,Neutral,en,0,1,Kratos2377,608,613,False,"SPARQL, KnowledgeGraph, MAKG, VirtuosoRDBMS, UseCase, GraphDatabase, Web30, SemanticWeb",,"bouche_bee, Poulin2012",Germany,
338,2022-07-17 22:41:15+00:00,EUwatch,"Movimentação na câmara, RDF 1/0 - Apresentação da Redação Final n. 1 CCJC, pela Deputada Tabata Amaral (PSB/SP).. https://t.co/KPpMgX8VXq","Movimentação na câmara, RDF 1/0 - Apresentação da Redação Final n. 1 CCJC, pela Deputada Tabata Amaral (PSB/SP).. ",0.0,1.0,Neutral,en,0,0,EUwatchers,25730,7621,False,RDF,,"WakilongoArsene, ChrisNyamabo",高知県,
340,2022-07-17 22:31:08+00:00,Twitter for iPhone,"Russian anti-war journalist Marina Ovsyannikova reportedly detained
#123INFO
https://t.co/mJ21sNeQ2j","Russian anti-war journalist Marina Ovsyannikova reportedly detained

",0.0,0.0,Neutral,en,0,0,david_flood,1366,1600,False,123INFO,,A_Haber_,"Zona hotelera, benito juárez",
342,2022-07-17 22:21:35+00:00,dlvr.it,Plane transporting 'dangerous material' crashes in Greece https://t.co/BEeXcvyYiY - source/editor :,Plane transporting 'dangerous material' crashes in Greece  - source/editor :,-0.6,0.9,Negative,en,0,0,rogue_corq,1834,1786,False,DW,,sergesindani01,"Khlong toei, bangkok, thailand",
343,2022-07-17 22:13:23+00:00,Twitter Web App,"- ¡Órale!, ¡es el de los memes!

#RDF🐅 https://t.co/2J7MFCOiU1","- ¡Órale!, ¡es el de los memes!

🐅 ",0.0,0.0,Neutral,en,0,1,arson_cole,235,1699,False,123INFO,,RepDeFiFidonia,"Eskişehir, türkiye",
345,2022-07-17 22:05:15+00:00,EUwatch,@salpriadieshi @id_fm RDF Tactic to the rescue aja bang, RDF Tactic to the rescue aja bang,0.0,0.0,Neutral,en,0,1,EUwatchers,25730,7621,False,rakuafl,,"Morow_09, rdf_art, raperocutre, VozParque","Paris, france",
346,2022-07-17 22:02:07+00:00,Twitter for iPhone,"The love for #RDF May his dreams come true.

#INGABOZACU 💪🏾 https://t.co/uudBanf3k4","The love for  May his dreams come true.

 💪🏾 ",0.425,0.625,Positive,kiny,0,0,salpriadieshi,65,156,False,"Semantics, DigitalTwins",,hermes_z,Rwanda,
347,2022-07-17 21:58:09+00:00,Twitter for Android,@DamienRieu @TF1Info Exact: https://t.co/gDcWLJDyMi, Exact: ,0.25,0.25,Positive,en,0,24,MugabeR60646616,96,274,False,"Semantics, DigitalTwins",,RepDeFiFidonia,"Dallas, tx",
348,2022-07-17 21:50:34+00:00,Twitter for Android,"🔴#RDC Le gouvernement annonce avoir pris des dispositions pour renforcer la traque en profondeur des terroristes #ADF/MTM et leurs supplétifs en province de l’#Ituri. Pendant ce temps, l'armée maintient la pression contre la coalition #RDF-#M23 dans le Rutshuru, au Nord-Kivu.","🔴 The government announces that it has made arrangements to strengthen the in -depth hunt for the terrorists /MTM and their auxiliaries in the province of the. Meanwhile, the army maintains the pressure against the coalition - in the Rutshuru, in North Kivu.",0.0,0.0,Neutral,fr,4,1,bouche_bee,2836,1416,False,123INFO,,"RepDeFiFidonia, EugenioDerbez","Orlando, fl",
349,2022-07-17 21:43:30+00:00,Twitter for Android,"Movimentação na câmara, RDF 1/0 - Apresentação da Redação Final n. 1 PLEN, pelo Deputado Danilo Forte (UNIÃO/CE).. https://t.co/KPpMgX8VXq","Movement in the House, RDF 1/0 - Presentation of Final Writing no. 1 Plen, by Deputy Danilo Forte (União/CE) ..",0.0,1.0,Neutral,fr,0,7,philmamlkiy1,366,546,False,"Semantics, DigitalTwins",,"rdf_rodolfo, WorldEmojiDay, rdf_rodolfo",I ❤️ ny,
351,2022-07-17 21:32:54+00:00,EUwatch,"Ida Sawyer: ""La situation humanitaire et des droits humains à travers la #RDC, et en particulier dans l’est, reste désastreuse"" - Témoignage devant la Commission des droits de l'homme Tom Lantos à Washington https://t.co/VqiCTYDdIV via @mediacongo @ida_sawyer @hrw https://t.co/KVq7DZgREo","Ida Sawyer: ""La situation humanitaire et des droits humains à travers la , et en particulier dans l’est, reste désastreuse"" - Témoignage devant la Commission des droits de l'homme Tom Lantos à Washington  via    ",0.0,0.0,Neutral,en,0,0,EUwatchers,25730,7621,False,"Semantics, DigitalTwins, metaverse, abdsc, LinkedData, RDF, BigData, AR, VR",,RepDeFiFidonia,"Mars, mont olympus",
353,2022-07-17 21:20:45+00:00,Twitter for Android,Votre featuring de rêve ?,Your dream featuring?,0.0,0.0,Neutral,fr,0,6,JMjaribu,487,302,False,123INFO,,"MarthalerGreg, clalter59, JoJoFromJerz",ニルアド応援し隊,
354,2022-07-17 21:08:43+00:00,Twitter for Android,"#SemanasPara🗓️ - 134

¿Cómo se le llama a un sexenio en el que de 17 promesas hechas con fecha compromiso no se ha logrado ninguna? 🤔

Bueno, faltan 2 por vencer... pero una de ellas es irse, ojalá al menos esa la cumpla. 😬

#RDF🐅 https://t.co/Y9Il7pughE","🗓️ - 134

What is a sexennium called in which 17 promises made with date have not achieved any? 🤔

Well, there are 2 to win ... but one of them is to leave, hopefully at least that fulfills it. 😬

🐅",0.0,0.0,Positive,fr,0,0,Marie_Mee86,71,245,False,123INFO,,hermes_z,ブルローネ,
